_id,name,rarity,carry_capacity,buy,sell,description,icon_name,icon_color,account
2757,Capacity Jwl 1,4,99,400,40,A Decoration that boosts Loading skills.,icon_jewel,10,0
2758,Capacity Jwl 3,6,99,800,80,A Decoration that boosts Loading skills.,icon_jewel,10,0
2759,Irregular Jwl 1,4,99,400,40,A Decoration that boosts Haphazard skills. (Gunner Only),icon_jewel,4,0
2760,Thrift Jwl 1,4,99,400,40,A Decoration that boosts Ammo Saver skills. (Gunner Only),icon_jewel,6,0
2761,Thrift Jwl 2,5,99,800,80,A Decoration that boosts Ammo Saver skills. (Gunner Only),icon_jewel,6,0
2762,Expert Jwl 1,4,99,400,40,A Decoration that boosts Expert skills.,icon_jewel,3,0
2763,Expert Jwl 2,5,99,800,80,A Decoration that boosts Expert skills.,icon_jewel,3,0
2764,Expert Jwl 3,6,99,800,80,A Decoration that boosts Expert skills.,icon_jewel,3,0
2765,Tenderizer Jwl 1,4,99,400,40,A Decoration that boosts Tenderizer skills.,icon_jewel,1,0
2766,Tenderizer Jwl 3,6,99,800,80,A Decoration that boosts Tenderizer skills.,icon_jewel,1,0
2767,Chain Jwl 1,4,99,400,40,A Decoration that boosts Chain Crit skills.,icon_jewel,2,0
2768,Chain Jwl 3,6,99,800,80,A Decoration that boosts Chain Crit skills.,icon_jewel,2,0
2769,Crit Status Jwl 1,4,99,400,40,A Decoration that boosts Crit Status skills.,icon_jewel,8,0
2770,Crit Status Jwl 2,5,99,800,80,A Decoration that boosts Crit Status skills.,icon_jewel,8,0
2771,CritElementJwl 1,4,99,400,40,A Decoration that boosts Crit Element skills.,icon_jewel,8,0
2772,CritElementJwl 2,5,99,800,80,A Decoration that boosts Crit Element skills.,icon_jewel,8,0
2773,Critical Jwl 1,4,99,400,40,A Decoration that boosts Critical Up skills.,icon_jewel,0,0
2774,Critical Jwl 3,6,99,800,40,A Decoration that boosts Critical Up skills.,icon_jewel,0,0
2775,Negative Crit Jwl 1,4,99,400,40,A Decoration that boosts Negative Crit skills.,icon_jewel,5,0
2777,Negative Crit Jwl 3,6,99,800,80,A Decoration that boosts Negative Crit skills.,icon_jewel,5,0
2778,Charger Jwl 1,4,99,400,40,A Decoration that boosts FastCharge skills.,icon_jewel,7,0
2779,Charger Jwl 3,6,99,800,80,A Decoration that boosts FastCharge skills.,icon_jewel,7,0
2780,Sprinter Jwl 1,4,99,400,40,A Decoration that boosts Stamina skills.,icon_jewel,4,0
2781,Sprinter Jwl 3,6,99,800,80,A Decoration that boosts Stamina skills.,icon_jewel,4,0
2782,Physique Jwl 1,4,99,400,40,A Decoration that boosts Constitution skills.,icon_jewel,0,0
2783,Physique Jwl 2,5,99,800,80,A Decoration that boosts Constitution skills.,icon_jewel,0,0
2784,Refresh Jwl 1,4,99,400,40,A Decoration that boosts Stam Recov skills.,icon_jewel,0,0
2785,Refresh Jwl 2,5,99,800,80,A Decoration that boosts Stam Recov skills.,icon_jewel,0,0
2786,Distance Runner Jwl 1,4,99,400,40,A Decoration that boosts Distance Runner skills.,icon_jewel,2,0
2787,Distance Runner Jwl 2,5,99,800,80,A Decoration that boosts Distance Runner skills.,icon_jewel,2,0
2789,Evasion Jwl 1,4,99,400,40,A Decoration that boosts Evasion skills.,icon_jewel,6,0
2790,Evasion Jwl 2,5,99,800,80,A Decoration that boosts Evasion skills.,icon_jewel,6,0
2791,Jumping Jwl 1,4,99,400,40,A Decoration that boosts Evade Dist skills.,icon_jewel,3,0
2792,Jumping Jwl 3,6,99,800,40,A Decoration that boosts Evade Dist skills.,icon_jewel,3,0
2793,Bubble Jwl 1,4,99,400,40,A Decoration that boosts Bubble skills.,icon_jewel,0,0
2794,Bubble Jwl 3,6,99,800,40,A Decoration that boosts Bubble skills.,icon_jewel,0,0
2795,Ironwall Jwl 1,4,99,400,40,A Decoration that boosts Guard skills.,icon_jewel,0,0
2796,Ironwall Jwl 2,5,99,800,80,A Decoration that boosts Guard skills.,icon_jewel,0,0
2797,Shield Jwl 1,4,99,400,40,A Decoration that boosts Guard Up skills.,icon_jewel,10,0
2798,Shield Jwl 2,5,99,800,80,A Decoration that boosts Guard Up skills.,icon_jewel,10,0
2799,KO Jwl 1,4,99,400,40,A Decoration that boosts KO skills.,icon_jewel,7,0
2800,KO Jwl 2,5,99,800,80,A Decoration that boosts KO skills.,icon_jewel,7,0
2801,Drain Jwl 1,4,99,400,40,A Decoration that boosts Stam Drain skills.,icon_jewel,4,0
2802,Drain Jwl 2,5,99,800,80,A Decoration that boosts Stam Drain skills.,icon_jewel,4,0
2803,Sonorous Jwl 1,4,99,400,40,A Decoration that boosts Maestro skills.,icon_jewel,8,0
2804,Artillery Jwl 1,4,99,400,40,A Decoration that boosts Artillery skills.,icon_jewel,10,0
2805,Destroyer Jwl 1,4,99,400,40,A Decoration that boosts Destroyer skills.,icon_jewel,5,0
2806,Destroyer Jwl 3,6,99,800,80,A Decoration that boosts Destroyer skills.,icon_jewel,5,0
2807,Bombardier Jwl 1,4,99,400,40,A Decoration that boosts Bomb Boost skills.,icon_jewel,1,0
2808,Throttle Jwl 1,4,99,400,40,A Decoration that boosts Gloves Off skills.,icon_jewel,1,0
2809,Throttle Jwl 2,5,99,800,80,A Decoration that boosts Gloves Off skills.,icon_jewel,1,0
2810,Spirit Jwl 1,4,99,400,40,A Decoration that boosts Spirit skills.,icon_jewel,1,0
2811,Spirit Jwl 2,5,99,800,80,A Decoration that boosts Spirit skills.,icon_jewel,1,0
2812,Flawless Jwl 1,4,99,400,40,A Decoration that boosts Unscathed skills.,icon_jewel,0,0
2813,Flawless Jwl 2,5,99,800,80,A Decoration that boosts Unscathed skills.,icon_jewel,0,0
2814,Favor Jwl 1,4,99,400,40,A Decoration that boosts Chance skills.,icon_jewel,4,0
2815,Favor Jwl 3,6,99,800,40,A Decoration that boosts Chance skills.,icon_jewel,4,0
2816,Dragon Spirit Jwl 1,4,99,400,40,A Decoration that boosts Dragon Spirit skills.,icon_jewel,5,0
2818,Dragon Spirit Jwl 3,6,99,800,80,A Decoration that boosts Dragon Spirit skills.,icon_jewel,5,0
2819,Potential Jwl 1,4,99,400,40,A Decoration that boosts Potential skills.,icon_jewel,1,0
2820,Potential Jwl 2,5,99,800,80,A Decoration that boosts Potential skills.,icon_jewel,1,0
2821,Fortitude Jwl 1,4,99,400,40,A Decoration that boosts Survivor skills.,icon_jewel,1,0
2822,Fortitude Jwl 2,5,99,800,80,A Decoration that boosts Survivor skills.,icon_jewel,1,0
2823,Furor Jwl 1,4,99,400,40,A Decoration that boosts Furor skills.,icon_jewel,1,0
2824,Furor Jwl 2,5,99,800,80,A Decoration that boosts Furor skills.,icon_jewel,1,0
2825,Crisis Jwl 1,4,99,400,40,A Decoration that boosts Crisis skills.,icon_jewel,5,0
2826,Crisis Jwl 2,5,99,800,80,A Decoration that boosts Crisis skills.,icon_jewel,5,0
2827,Guts Jwl 1,4,99,400,40,A Decoration that boosts Guts skills.,icon_jewel,1,0
2828,Guts Jwl 2,5,99,800,80,A Decoration that boosts Guts skills.,icon_jewel,1,0
2829,Ninja Jwl 1,4,99,400,40,A Decoration that boosts Sense skills.,icon_jewel,5,0
2830,Player Jwl 1,4,99,400,40,A Decoration that boosts Team Player skills.,icon_jewel,2,0
2831,Morale Jwl 1,5,99,800,80,A Decoration that boosts Team Player skills.,icon_jewel,2,0
2832,Leader Jwl 1,4,99,400,40,A Decoration that boosts Team Leader skills.,icon_jewel,6,0
2833,Leader Jwl 2,5,99,800,80,A Decoration that boosts Team Leader skills.,icon_jewel,6,0
2834,Rodeo Jwl 1,4,99,400,40,A Decoration that boosts Mounting skills.,icon_jewel,1,0
2835,Flight Jwl 1,4,99,400,40,A Decoration that boosts Vault skills.,icon_jewel,0,0
2836,Insight Jwl 1,4,99,400,40,A Decoration that boosts Insight skills.,icon_jewel,6,0
2837,Insight Jwl 3,6,99,800,40,A Decoration that boosts Insight skills.,icon_jewel,6,0
2838,Endurance Jwl 1,4,99,400,40,A Decoration that boosts Endurance skills.,icon_jewel,1,0
2841,Extender Jwl 1,4,99,400,40,A Decoration that boosts Prolong SP skills.,icon_jewel,4,0
2842,Extender Jwl 2,5,99,800,80,A Decoration that boosts Prolong SP skills.,icon_jewel,4,0
2844,Psychic Jwl 1,4,99,400,40,A Decoration that boosts Psychic skills.,icon_jewel,7,0
2845,Perception Jwl 1,4,99,400,40,A Decoration that boosts Perception skills.,icon_jewel,4,0
2846,Ranger Jwl 1,4,99,400,40,A Decoration that boosts Ranger skills.,icon_jewel,0,0
2847,Transportr Jwl 1,4,99,400,40,A Decoration that boosts Transporter skills.,icon_jewel,6,0
2848,Protection Jwl 1,4,99,400,40,A Decoration that boosts Protection skills.,icon_jewel,4,0
2849,Asylum Jwl 1,4,99,400,40,A Decoration that boosts Protection skills.,icon_jewel,4,0
2850,Hero Jwl 1,4,99,400,40,A Decoration that boosts Hero Shield skills.,icon_jewel,0,0
2851,Hero Jwl 3,6,99,800,80,A Decoration that boosts Hero Shield skills.,icon_jewel,0,0
2852,Medicine Jwl 1,4,99,400,40,A Decoration that boosts Rec Level skills.,icon_jewel,2,0
2853,Medicine Jwl 2,5,99,800,80,A Decoration that boosts Rec Level skills.,icon_jewel,2,0
2854,Recovery Jwl 1,4,99,400,40,A Decoration that boosts Rec Speed skills.,icon_jewel,2,0
2855,Recovery Jwl 2,5,99,800,80,A Decoration that boosts Rec Speed skills.,icon_jewel,2,0
2856,Enduring Jwl 1,4,99,400,40,A Decoration that boosts Lasting Pwr skills.,icon_jewel,3,0
2857,Friendship Jwl 1,4,99,400,40,A Decoration that boosts Wide-Range skills.,icon_jewel,8,0
2858,Friendship Jwl 2,5,99,800,80,A Decoration that boosts Wide-Range skills.,icon_jewel,8,0
2859,Hungerless Jwl 1,4,99,400,40,A Decoration that boosts Hunger skills.,icon_jewel,0,0
2860,Metabolism Jwl 1,4,99,400,40,A Decoration that boosts Gluttony skills.,icon_jewel,7,0
2861,Gobbler Jwl 1,4,99,400,40,A Decoration that boosts Eating skills.,icon_jewel,4,0
2862,Gobbler Jwl 3,6,99,800,80,A Decoration that boosts Eating skills.,icon_jewel,4,0
2863,Satiated Jwl 1,4,99,400,40,A Decoration that boosts Light Eater skills.,icon_jewel,3,0
2864,Meateater Jwl 1,4,99,400,40,A Decoration that boosts Carnivore skills.,icon_jewel,4,0
2865,Meatlover Jwl 1,4,99,400,40,A Decoration that boosts Carnivore skills.,icon_jewel,4,0
2866,Fungiform Jwl 1,4,99,400,40,A Decoration that boosts Mycology skills.,icon_jewel,4,0
2867,Grass Jwl 1,4,99,400,40,A Decoration that boosts Botany skills.,icon_jewel,2,0
2868,Professor Jwl 1,4,99,400,40,A Decoration that boosts Combo Rate skills.,icon_jewel,5,0
2869,Factory Jwl 1,4,99,400,40,A Decoration that boosts Combo Plus skills.,icon_jewel,0,0
2870,Trapmaster Jwl 1,4,99,400,40,A Decoration that boosts Speed Setup skills.,icon_jewel,6,0
2871,Gathering Jwl 1,4,99,400,40,A Decoration that boosts Gathering skills.,icon_jewel,2,0
2872,Honeybee Jwl 1,4,99,400,40,A Decoration that boosts Honey skills.,icon_jewel,7,0
2873,Queenbee Jwl 1,4,99,400,40,A Decoration that boosts Honey skills.,icon_jewel,7,0
2874,Charmer Jwl 1,4,99,400,40,A Decoration that boosts Charmer skills.,icon_jewel,4,0
2875,Charmer Jwl 3,6,99,800,40,A Decoration that boosts Charmer skills.,icon_jewel,4,0
2876,Blessing Jwl 1,4,99,400,40,A Decoration that boosts Whim skills.,icon_jewel,8,0
2877,Fate Jwl 1,4,99,400,40,A Decoration that boosts Fate skills.,icon_jewel,1,0
2878,Fate Jwl 3,6,99,800,80,A Decoration that boosts Fate skills.,icon_jewel,1,0
2879,Carver Jwl 1,4,99,400,40,A Decoration that boosts Carving skills.,icon_jewel,7,0
2880,Carver Jwl 3,6,99,800,80,A Decoration that boosts Carving skills.,icon_jewel,7,0
2881,Capture Jwl 1,4,99,400,40,A Decoration that boosts Capturer skills.,icon_jewel,2,0
2882,Capture Jwl 3,6,99,800,80,A Decoration that boosts Capturer skills.,icon_jewel,2,0
2883,Bell Jwl 1,4,99,400,40,A Decoration that boosts Bherna skills.,icon_jewel,0,0
2884,Novice Jwl 1,4,99,400,40,A Decoration that boosts Kokoto skills.,icon_jewel,2,0
2885,Snowflake Jwl 1,4,99,400,40,A Decoration that boosts Pokke skills.,icon_jewel,6,0
2886,Springs Jwl 1,4,99,400,40,A Decoration that boosts Yukumo skills.,icon_jewel,1,0
2887,Study Jwl 1,4,99,400,40,A Decoration that boosts Soaratorium skills.,icon_jewel,6,0
2888,Skyfeast Jwl 1,4,99,400,40,A Decoration that boosts Flying Pub skills.,icon_jewel,8,0
2900,Tomato Juice,5,5,0,0,"Delicious and filled with nutrients, this tomato juice is good to drink for those who've lost a lot of blood.",icon_liquid,14,0
2901,Fairy Tail Mark,5,5,0,0,A Mage Guild mark from lands far away. Proof of friendships that stand the test of time.,icon_coin,3,0
2902,F Pirate Coin J,5,5,0,0,Proof that you've completed a JUMP Quest. It depicts the image of a legendary Felyne pirate.,icon_coin,1,0
2903,Cardboard,5,5,0,0,"Simple cardboard material, yet it has the odd effect of sparking the imagination.",icon_traptool,11,0
2904,Uniqlo Coin,5,5,0,0,A Uniqlo coin designed with both form and function in mind.,icon_coin,13,0
2907,Soulstone,5,5,0,0,A mysterious rock said to house the soul of a monster. This one contains Fire.,icon_sphere,1,0
2908,Crows Coin,5,5,0,0,A coin that proves one to be the worst of the worst. The back side has the names of noted thugs.,icon_coin,10,0
2909,Bicycle Club Application,5,5,0,0,Proof that one has joined the Bicycle Club. Keep pedaling until you win Nationals!,icon_ticket,0,0
2910,Arena Ticket,5,5,0,0,A ticket for admission to an underground arena where warriors fight to see who's the strongest.,icon_ticket,1,0
2911,Grandpaw Coin,5,5,0,0,"A coin from Grandpaw Danger, it can be traded for Palico gear that protects its wearer from danger.",icon_coin,7,0
2912,CoroCoro Ticket,5,5,0,0,"A ticket adorned with the CoroCoro dragon, who brings dreams to boys and girls.",icon_ticket,1,0
2913,Ushio Coin,5,5,0,0,An ancient-looking coin containing a deep-seated grudge. It is used for creating demon-slaying gear.,icon_coin,4,0
2914,Magi Coin,5,5,0,0,A coin given to those Magi recognize as worthy. It is used to create weapons imbued with magical power.,icon_coin,3,0
2915,Pluto Stardust,5,5,0,0,A shooting star fragment used to create Shonen Magazine's special gear.,icon_ore,5,0
2916,Roll of Fate,5,5,0,0,A trump card that ensures a duel's victory. A magician is beautifully drawn on one side.,icon_book,10,0
2917,Pirate Ticket J,5,5,0,0,Proof that you've conquered a JUMP Quest. It depicts a captain and his beloved sword.,icon_ticket,1,0
2918,Famitsu Ticket,5,5,0,0,"Authorizes you to produce a special Famitsu weapon. The word ""gavas"" is written on it.",icon_ticket,3,0
2919,Dengeki Ticket,5,5,0,0,Thanks for participating in our event! Remember to pick up Dengeki Game Magazine!,icon_ticket,4,0
2920,Uniqlo Coin S,5,5,0,0,A special Uniqlo coin designed with both form and function in mind.,icon_coin,13,0
2926,Wind Waker,5,5,0,0,A conductor's baton with the power to control the wind. Given to a legendary hero's successor.,icon_question_mark,0,0
2927,Arwing Boarding Pass,5,5,0,0,A boarding pass for a tour on a starship. A weapon blueprint is written on the back.,icon_ticket,3,0
2928,Super Mushroom,5,5,0,0,A red-capped mushroom with white spots. One bite makes you big and tough.,icon_mushroom,1,0
2929,Design Pattern,5,5,0,0,Now you can be a fashion leader just like Isabelle and Mr. Resetti!,icon_ticket,1,0
2930,Triforce,5,5,0,0,Proof that the goddess saw courage in the heart of a young hero clad in green.,icon_ticket,4,0
2931,Samus Coin,5,5,0,0,An ancient coin given to the protectors of the galaxy. A Chozo emblem is carved on one side.,icon_coin,7,0
2932,Goddess's Grace,5,5,0,0,The power of the Goddess crystallized into a jewel. Grants one eternal peace.,icon_jewel,6,0
2933,Goddess's Embrace,5,5,0,0,The power of the Goddess crystallized into a crown. Grants one eternal honor.,icon_mantle,6,0
2934,SF Coin,5,5,0,0,"Given to martial artists who never miss training, this coin is proof of those seeking new challenges.",icon_coin,1,0
2935,Red Orb,5,5,0,0,A magical red stone that contains the blood of demons. It makes for quite stylish Palico weapons.,icon_egg,14,0
2936,Ceratanium,5,5,0,0,"A strong, yet light alloy developed by the father of robotics. It is the material used by a special robot.",icon_ore,3,0
2937,Hero's Seal,5,5,0,0,An item given to hunters who are passionate about their craft. A true symbol of the art of hunting.,icon_ticket,1,0
2938,Baby Journal,5,5,0,0,A journal charting the growth of baby monsters. It includes daily observations and thoughts.,icon_book,7,0
2939,Sunsnug Journal,5,5,0,0,A journal with cute illustrations depicting the daily life of a Felyne living in a Lynian village.,icon_book,7,0
2940,Fan Club Newsletter,5,5,0,0,A newsletter for all the passionate fan club members.,icon_book,8,0
2941,Fan Club Application,5,5,0,0,An application form to join the only club for true MH-lovers! Come join the fun!,icon_ticket,8,0
2942,Fan Club Invite,5,5,0,0,An invite to a fan club for ardent monster hunters ONLY! Welcome to the gang.,icon_ticket,8,0
2943,Puppet Ticket,5,5,0,0,A ticket stamped with the paw prints of two Felynes.,icon_ticket,0,0
2944,Great Stone,5,5,0,0,"This stone looks normal, but it has an incredible sense of presence and exudes an ancient feel.",icon_ore,10,0
2945,Courier's Letter,5,5,0,0,Neither snow nor rain nor gloom of night stays the Courier from delivering people's dreams.,icon_ticket,0,0
2946,Kaioh Certificate,5,5,0,0,"It says ""Hunting is a precious skill, a refinement of the heart.""",icon_ticket,1,0
2947,WORST Coin,5,5,0,0,"A shabby coin, but proof that you've gone toe to toe with a real monster.",icon_coin,5,0
2948,Evidence,5,5,0,0,Evidence left at the scene. We can infer the appearance of the perp via deduction!,icon_ticket,14,0
2949,Salaryman Coin,5,5,0,0,Swap for Palico hardware to defend against enraged bosses.,icon_coin,7,0
2950,Taisha-ryu Codex,5,5,0,0,A swordfighting style permitted only to those who would die for honor.,icon_ticket,10,0
2951,Famitsu Coupon,5,5,0,0,A ticket awarded to skilled hunters that lets you create exclusive Famitsu weapons.,icon_ticket,3,0
2952,Dengeki Ticket XX,5,5,0,0,Thanks for taking part in our event! We hope to see you again soon!,icon_ticket,4,0
2953,Flying Xin Mark,5,5,0,0,Proof of membership in the elite army unit of a man who would be general.,icon_ticket,3,0
2954,Buccaneer Ticket J,5,5,0,0,Proof that you've conquered a Jump Quest. It depicts a captain and his sword.,icon_ticket,1,0
2955,Magic Realm Key,5,5,0,0,A key to unlock both realms unknown and custom gear from the Shonen Magazine Boss.,icon_question_mark,4,0
2957,Zaruba Fragment,5,5,0,0,A piece of a magic ring that exhausted its energy to save its friends. It still glows.,icon_ore,4,0
2959,Turnabout Ticket,5,5,0,0,A pass to a heated court battle. Lets you make lawyer gear at the Palico Armory.,icon_ticket,4,0
2960,Navirou Ticket,5,5,0,0,"Lets you create gear resembling a very unique, enigmatic-looking Felyne.",icon_ticket,4,0
2961,F Spirit Stone,5,5,0,0,A monster's spirit seals away the Felyne power in this strange stone.,icon_sphere,1,0
2962,Club Promotion,5,5,0,0,Congrats! This proves that you possess true skill. You better not slack off again!,icon_ticket,8,0
2963,JDL Badge,5,5,0,0,Proves that you're a member of the Junior Detective League. One truth prevails!,icon_ticket,3,0
2965,Silver Crystal,5,5,0,0,A piece of a crystal filled with the love of a princess for her friends.,icon_ore,10,0
2966,Zelda Ticket,5,5,0,0,A Triforce fragment proving that your power has been recognized by a goddess.,icon_ticket,6,0
